EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
valid_0447,CLEAN AFTER VIA ETCH,VIA INSPECTION,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA ETCH THROUGH DIELECTRIC
valid_0448,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,STRIP RESIST
valid_0449,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,VIA ETCH THROUGH DIELECTRIC
valid_0450,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,ETCH WET BACKSIDE,DEVELOP PAD WINDOW
valid_0451,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 1,DEPOSIT METAL 1,CLEAN AFTER VIA ETCH
valid_0452,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,OPEN PAD WINDOW LITHO,STRIP RESIST
valid_0453,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 1,CLEAN AFTER VIA ETCH,DEPOSIT POLYSILICON
valid_0454,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW
valid_0455,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT POLYSILICON,BACKSIDE THINNING CHECK,DEPOSIT GATE OXIDE OR DIELECTRIC
valid_0456,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,STRIP RESIST
valid_0457,STRIP PHOTORESIST,STRIP RESIST,EXPOSE LITHO LEVEL 3,STRIP RESIST LEVEL 3,DIELECTRIC ETCH VIA
valid_0458,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,LOT RELEASE
valid_0459,VIA ETCH THROUGH DIELECTRIC,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH,VIA OPENING INSPECTION
valid_0460,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,LOT RELEASE
valid_0461,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON
valid_0462,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,MEASURE SURFACE DEFECTS,MEASURE CD LEVEL 1
valid_0463,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT POLYSILICON,RCA CLEAN 1
valid_0464,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,BACKSIDE DRY,MEASURE CD LEVEL 1
valid_0465,VIA ETCH THROUGH DIELECTRIC,HARD BAKE,DIELECTRIC ETCH VIA,VIA ETCH,VIA INSPECTION
valid_0466,CURE PASSIVATION,RECEIVE WAFER LOT,DEPOSIT PASSIVATION,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS
valid_0467,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER ETCH,VIA INSPECTION
valid_0468,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
valid_0469,CLEAN AFTER VIA ETCH,MEASURE VIA CD,VIA INSPECTION,DEPOSIT BARRIER METAL,VIA ETCH THROUGH DIELECTRIC
valid_0470,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,MEASURE PASSIVATION QUALITY,PAD WINDOW LITHO
valid_0471,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT POLYSILICON,STRIP RESIST LEVEL 3,DEPOSIT TUNGSTEN SEED
valid_0472,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,EPITAXIAL LAYER PREP,ALIGN MASK LEVEL 5,DEVELOP PAD WINDOW
valid_0473,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 3,DIELECTRIC ETCH VIA,STRIP RESIST LEVEL 2
valid_0474,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,LOT RELEASE
valid_0475,VIA ETCH THROUGH DIELECTRIC,DIELECTRIC ETCH VIA,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH
valid_0476,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,LOT RELEASE
valid_0477,CLEAN AFTER VIA ETCH,DEPOSIT BARRIER METAL,MEASURE VIA CD,VIA INSPECTION,CLEAN AFTER ETCH
valid_0478,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
valid_0479,CLEAN AFTER VIA ETCH,DEPOSIT BARRIER METAL,MEASURE VIA CD,VIA INSPECTION,CLEAN AFTER ETCH
valid_0480,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW
valid_0481,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON
valid_0482,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS
valid_0483,DEPOSIT TUNGSTEN SEED,DEPOSIT METAL SEED,FILL VIA TUNGSTEN,DEPOSIT BARRIER METAL,WAFER CLEAN PRE PROCESS
valid_0484,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,OPEN PAD WINDOW LITHO,WET CLEAN RCA2
valid_0485,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT POLYSILICON,BACKSIDE THINNING CHECK,DEPOSIT TUNGSTEN SEED
valid_0486,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,OPEN PAD WINDOW LITHO,STRIP RESIST
valid_0487,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,CLEAN AFTER ETCH
valid_0488,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,LOT RELEASE
valid_0489,CLEAN AFTER VIA ETCH,DEPOSIT BARRIER METAL,VIA INSPECTION,MEASURE VIA CD,CLEAN AFTER ETCH
valid_0490,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
valid_0491,STRIP PHOTORESIST,STRIP RESIST,VIA ETCH THROUGH DIELECTRIC,STRIP RESIST LEVEL 3,STRIP RESIST LEVEL 2
valid_0492,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,MEASURE CD LEVEL 1,SPIN COAT PHOTORESIST
valid_0493,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON
valid_0494,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST
valid_0495,CLEAN AFTER VIA ETCH,DEPOSIT BARRIER METAL,MEASURE VIA CD,CLEAN AFTER ETCH,VIA INSPECTION
valid_0496,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,LOT RELEASE
valid_0497,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT POLYSILICON,RCA CLEAN 1
valid_0498,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,STRIP RESIST
valid_0499,CLEAN AFTER VIA ETCH,DEPOSIT BARRIER METAL,MEASURE VIA CD,VIA INSPECTION,CLEAN AFTER POLY ETCH
valid_0500,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,ETCH WET BACKSIDE,MEASURE SURFACE DEFECTS
valid_0501,CLEAN AFTER VIA ETCH,DEPOSIT BARRIER METAL,VIA INSPECTION,MEASURE VIA CD,CLEAN AFTER ETCH
valid_0502,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,ETCH WET BACKSIDE,DEVELOP PAD WINDOW
valid_0503,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT POLYSILICON,STRIP RESIST LEVEL 3,DEPOSIT TUNGSTEN SEED
valid_0504,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,CLEAN PAD OPENING,METAL PATTERN INSPECTION,DEPOSIT BACKSIDE PROTECTION
valid_0505,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 3,DIELECTRIC ETCH VIA,STRIP RESIST LEVEL 2
valid_0506,CURE PASSIVATION,DEPOSIT PASSIVATION LAYER,MEASURE PASSIVATION QUALITY,EPITAXIAL WAFER CHECK,PAD WINDOW LITHO
valid_0507,STRIP PHOTORESIST,STRIP RESIST,VIA ETCH THROUGH DIELECTRIC,STRIP RESIST LEVEL 2,STRIP RESIST LEVEL 3
valid_0508,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,OPEN PAD WINDOW LITHO,MEASURE OPENING CD
valid_0509,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,CLEAN AFTER ETCH
valid_0510,MEASURE PASSIVATION QUALITY,MEASURE PASSIVATION THICKNESS,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,INSPECT PATTERN LEVEL 1
valid_0511,VIA ETCH THROUGH DIELECTRIC,DIELECTRIC ETCH VIA,HARD BAKE,VIA ETCH,VIA OPENING INSPECTION
valid_0512,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW LITHO,FINAL THICKNESS MEASURE
valid_0513,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,DEPOSIT POLYSILICON,MEASURE CD LEVEL 1
valid_0514,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST
valid_0515,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON
valid_0516,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW
valid_0517,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON
valid_0518,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,OPEN PAD WINDOW LITHO,WET CLEAN RCA2
valid_0519,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON
valid_0520,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW
valid_0521,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE SHEET RESISTANCE,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON
valid_0522,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,MEASURE OPENING CD
valid_0523,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 2,STRIP RESIST LEVEL 4,STRIP RESIST LEVEL 3
valid_0524,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
valid_0525,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON
valid_0526,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,OPEN PAD WINDOW LITHO,STRIP RESIST
valid_0527,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT POLYSILICON,BACKSIDE THINNING CHECK,DEPOSIT GATE OXIDE OR DIELECTRIC
valid_0528,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,MEASURE SURFACE DEFECTS,MEASURE CD LEVEL 1
valid_0529,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,CLEAN PAD OPENING
valid_0530,CURE PASSIVATION,DEPOSIT PASSIVATION,EPITAXIAL WAFER CHECK,PAD WINDOW LITHO,METAL PATTERN INSPECTION
valid_0531,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT POLYSILICON,DEPOSIT TUNGSTEN SEED,STRIP RESIST LEVEL 3
valid_0532,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,METAL PATTERN INSPECTION,CLEAN PAD OPENING,DEPOSIT BACKSIDE PROTECTION
valid_0533,DEPOSIT TUNGSTEN SEED,DEPOSIT METAL SEED,FILL VIA TUNGSTEN,POLYSILICON ETCH DRY,DEPOSIT BARRIER METAL
valid_0534,PASSIVATION ETCH PAD OPENING,PASSIVATION ETCH,CLEAN PAD OPENING,METAL PATTERN INSPECTION,EPITAXIAL LAYER PREP
valid_0535,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT POLYSILICON,DEPOSIT TUNGSTEN SEED,DEPOSIT METAL 1
valid_0536,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,ALIGN MASK LEVEL 5,MEASURE PAD OPENING,EPITAXIAL LAYER PREP
valid_0537,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON
valid_0538,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,STRIP RESIST
valid_0539,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 3,VIA ETCH,DENSIFY DIELECTRIC
valid_0540,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW LITHO,SPIN COAT PHOTORESIST
valid_0541,STRIP PHOTORESIST,STRIP RESIST,VIA ETCH THROUGH DIELECTRIC,STRIP RESIST LEVEL 2,STRIP RESIST LEVEL 3
valid_0542,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
valid_0543,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 1,CLEAN AFTER VIA ETCH,DEPOSIT POLYSILICON
valid_0544,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
valid_0545,DEPOSIT BARRIER METAL,MEASURE VIA CD,DEPOSIT POLYSILICON,STRIP RESIST LEVEL 3,DEPOSIT TUNGSTEN SEED
valid_0546,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,STRIP RESIST
valid_0547,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,CLEAN AFTER ETCH
valid_0548,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,MEASURE OPENING CD
valid_0549,DEPOSIT TUNGSTEN SEED,DEPOSIT METAL SEED,FILL VIA TUNGSTEN,ALIGN MASK LEVEL 3,FINAL CLEAN
valid_0550,PASSIVATION ETCH,PASSIVATION ETCH PAD OPENING,METAL PATTERN INSPECTION,CLEAN PAD OPENING,EPITAXIAL LAYER PREP
valid_0551,CLEAN AFTER VIA ETCH,VIA INSPECTION,DEPOSIT BARRIER METAL,MEASURE VIA CD,MEASURE DIELECTRIC THICKNESS
valid_0552,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,ETCH WET BACKSIDE,DEVELOP PAD WINDOW
valid_0553,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON
valid_0554,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,MEASURE CD LEVEL 1,MEASURE SURFACE DEFECTS
valid_0555,VIA ETCH THROUGH DIELECTRIC,DIELECTRIC ETCH VIA,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH
valid_0556,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
valid_0557,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON,CLEAN AFTER VIA ETCH
valid_0558,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,STRIP RESIST
valid_0559,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON
valid_0560,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,DEVELOP PHOTORESIST,OPEN PAD WINDOW,DEVELOP PAD WINDOW
valid_0561,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 3,DIELECTRIC ETCH VIA,STRIP RESIST LEVEL 2
valid_0562,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW LITHO,MEASURE SHEET RESISTANCE
valid_0563,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,CLEAN AFTER FIELD ETCH
valid_0564,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW LITHO,MEASURE SHEET RESISTANCE
valid_0565,STRIP PHOTORESIST,STRIP RESIST,VIA ETCH,STRIP RESIST LEVEL 3,RAPID THERMAL ANNEAL
valid_0566,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW LITHO,MEASURE SHEET RESISTANCE
valid_0567,MEASURE VIA CD,DEPOSIT BARRIER METAL,MEASURE CD LEVEL 1,CLEAN AFTER VIA ETCH,DEPOSIT POLYSILICON
valid_0568,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,ETCH WET BACKSIDE,SPIN COAT PHOTORESIST
valid_0569,STRIP PHOTORESIST,STRIP RESIST,DIELECTRIC ETCH VIA,STRIP RESIST LEVEL 3,STRIP RESIST LEVEL 2
valid_0570,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,STRIP RESIST
valid_0571,STRIP PHOTORESIST,STRIP RESIST,VIA ETCH THROUGH DIELECTRIC,STRIP RESIST LEVEL 3,STRIP RESIST LEVEL 2
valid_0572,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION QUALITY,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO
valid_0573,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,CLEAN AFTER ETCH
valid_0574,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,OPEN PAD WINDOW LITHO,PAD WINDOW LITHO,MEASURE PASSIVATION THICKNESS
valid_0575,MEASURE VIA CD,DEPOSIT BARRIER METAL,CLEAN AFTER VIA ETCH,MEASURE CD LEVEL 1,DEPOSIT POLYSILICON
valid_0576,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,PAD WINDOW LITHO,STRIP RESIST
valid_0577,CLEAN AFTER VIA ETCH,MEASURE VIA CD,VIA INSPECTION,DEPOSIT BARRIER METAL,VIA ETCH THROUGH DIELECTRIC
valid_0578,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,STRIP RESIST,PAD WINDOW LITHO
valid_0579,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 3,DIELECTRIC ETCH VIA,STRIP RESIST LEVEL 2
valid_0580,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,BACKSIDE DRY,SPIN COAT PHOTORESIST
valid_0581,CLEAN AFTER VIA ETCH,VIA INSPECTION,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA ETCH THROUGH DIELECTRIC
valid_0582,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,SPIN COAT PHOTORESIST,ETCH WET BACKSIDE
valid_0583,VIA ETCH THROUGH DIELECTRIC,DIELECTRIC ETCH VIA,VIA ETCH,HARD BAKE,CLEAN AFTER VIA ETCH
valid_0584,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW LITHO,SPIN COAT PHOTORESIST
valid_0585,STRIP PHOTORESIST,STRIP RESIST,VIA ETCH THROUGH DIELECTRIC,STRIP RESIST LEVEL 2,STRIP RESIST LEVEL 3
valid_0586,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN PAD WINDOW,DEVELOP PHOTORESIST,DEVELOP PAD WINDOW
valid_0587,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 3,DIELECTRIC ETCH VIA,STRIP RESIST LEVEL 2
valid_0588,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW LITHO,MEASURE SHEET RESISTANCE
valid_0589,DEVELOP PHOTORESIST,POST EXPOSE BAKE,DEVELOP PAD WINDOW,MEASURE BACKSIDE ROUGHNESS,MEASURE VIA CD
valid_0590,CURE PASSIVATION,DEPOSIT PASSIVATION LAYER,EPITAXIAL WAFER CHECK,PRE ANNEAL CHECK,DENSIFY OXIDE
valid_0591,STRIP PHOTORESIST,STRIP RESIST,STRIP RESIST LEVEL 3,STRIP RESIST LEVEL 2,DIELECTRIC ETCH VIA
valid_0592,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION THICKNESS,SPIN COAT PHOTORESIST,OPEN PAD WINDOW LITHO
valid_0593,STRIP PHOTORESIST,STRIP RESIST,VIA ETCH,STRIP RESIST LEVEL 3,RAPID THERMAL ANNEAL
valid_0594,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,MEASURE SURFACE DEFECTS,MEASURE CD LEVEL 1
valid_0595,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,CLEAN AFTER ETCH
valid_0596,DEVELOP PAD WINDOW,DEVELOP PHOTORESIST,POST EXPOSE BAKE,OPEN PAD WINDOW LITHO,STRIP RESIST
valid_0597,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA INSPECTION,CLEAN AFTER FIELD ETCH
valid_0598,OPEN BOND PAD WINDOW,OPEN PAD WINDOW,MEASURE PASSIVATION THICKNESS,OPEN PAD WINDOW LITHO,SPIN COAT PHOTORESIST
valid_0599,CLEAN AFTER VIA ETCH,MEASURE VIA CD,DEPOSIT BARRIER METAL,VIA ETCH THROUGH DIELECTRIC,VIA INSPECTION
valid_0600,PAD WINDOW LITHO,OPEN PAD WINDOW LITHO,OPEN BOND PAD WINDOW,MEASURE CD LEVEL 1,MEASURE SURFACE DEFECTS
